sku;I;II;III;V;Descripcion;Articulo
10083;ALIMENTAR;VINHO;VINHO ROSE;VINHO ROSE;Mateus rose 750ml;Mateus rose 750ml
10085;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Meia pipa T 750ml;Meia pipa T 750ml
10086;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Monte Velho T 750Ml;Monte Velho T 750Ml
10087;ALIMENTAR;MERCEARIA;SECO;CONSERVAS CARNE;Morcela nobre lata 1150gr;Morcela nobre lata 1150gr
10088;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO VERDE;Morgadio Da Torre Alvarinho 750Ml;Morgadio Da Torre Alvarinho 750Ml
10090;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;MOSCATEL;Moscatel setubal bacalhoa 750ml;Moscatel setubal bacalhoa 750ml
10092;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO SETUBAL;Periquita t 750ml;Periquita t 750ml
10093;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Pimentao doce margao 50gr;Pimentao doce margao 50gr
10094;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO DOURO;Planalto Douro  B 750Ml;Planalto Douro  B 750Ml
10095;ALIMENTAR;MERCEARIA;SECO;CONSERVAS PEIXE;Pota gigante em caldeirada 120gr ramirez;Pota gigante em caldeirada 120gr ramirez
10097;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Ferreira D.Antonia 750Ml;Porto Ferreira D.Antonia 750Ml
10099;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Ferreira Duque Braganca 20 Anos 750Ml;Porto Ferreira Duque Braganca 20 Anos 750Ml
10100;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Ferreira Tawny 750Ml;Porto Ferreira Tawny 750Ml
10101;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Offley Tawny 750Ml;Porto Offley Tawny 750Ml
10102;ALIMENTAR;MERCEARIA;SECO;REFEIÇÕES PRONTAS SECAS;Pratos Nobre - Chispalhada Com Feijao;Pratos Nobre - Chispalhada Com Feijao
10103;ALIMENTAR;MERCEARIA;SECO;REFEIÇÕES PRONTAS SECAS;Pratos nobre - chourico feijao;Pratos nobre - chourico feijao
10104;ALIMENTAR;MERCEARIA;SECO;REFEIÇÕES PRONTAS SECAS;Pratos Nobre - Dobrada Com Feijao Branco;Pratos Nobre - Dobrada Com Feijao Branco
10105;ALIMENTAR;MERCEARIA;SECO;REFEIÇÕES PRONTAS SECAS;Pratos Nobre - Mao De Vaca C/ Grao Lata;Pratos Nobre - Mao De Vaca C/ Grao Lata
10106;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO VERDE;Quinta Azevedo B 750Ml;Quinta Azevedo B 750Ml
10107;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO SETUBAL;Quinta Da Bacalhoa T 750Ml;Quinta Da Bacalhoa T 750Ml
10109;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO DOURO;Quinta da Leda Douro T 750Ml;Quinta da Leda Douro T 750Ml
10111;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;CHAMPAGNE;Espumante raposeira res doce 750ml;Espumante raposeira res doce 750ml
10112;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;CHAMPAGNE;Espumante raposeira res meio seco 750ml;Espumante raposeira res meio seco 750ml
10113;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;CHAMPAGNE;Raposeira Reserva bruto 750Ml;Raposeira Reserva bruto 750Ml
10119;ALIMENTAR;MERCEARIA;SECO;SALSICHAS;Salsichas frankfurt nobre lata 8un;Salsichas frankfurt nobre lata 8un
10120;ALIMENTAR;MERCEARIA;SECO;CONSERVAS PEIXE;Sardinha tomate 125gr ramirez;Sardinha tomate 125gr ramirez
10121;ALIMENTAR;MERCEARIA;SECO;CONSERVAS PEIXE;Sardinha oleo 125gr ramirez;Sardinha oleo 125gr ramirez
10122;ALIMENTAR;MERCEARIA;SECO;CONSERVAS PEIXE;Sardinha picante 125gr ramirez;Sardinha picante 125gr ramirez
10124;ALIMENTAR;BEBIDAS;SUMOS;SUMOS COM GAS 330;Sumol ananas 330ml;Sumol ananas 330ml
10125;ALIMENTAR;BEBIDAS;SUMOS;SUMOS COM GAS 1L;Sumol ananas 1500ml;Sumol ananas 1500ml
10126;ALIMENTAR;BEBIDAS;SUMOS;SUMOS COM GAS 330;Sumol laranja 330ml;Sumol laranja 330ml
10127;ALIMENTAR;BEBIDAS;SUMOS;SUMOS COM GAS 1L;Sumol laranja 1500ml;Sumol laranja 1500ml
10132;ALIMENTAR;BEBIDAS;CERVEJA;CERVEJA COM ALCOOL;Cerveja super bock bottle 330ml;Cerveja super bock bottle 330ml
10134;ALIMENTAR;BEBIDAS;CERVEJA;CERVEJA COM ALCOOL;Cerveja super bock bottle stout 330ml;Cerveja super bock bottle stout 330ml
10202;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;CACHACA;Cachaca 51 1l;Cachaca 51 1l
10203;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO DAO;Caves Velhas Touriga Nacional Reserva 750Ml;Caves Velhas Touriga Nacional Reserva 750Ml
10209;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO ALENTEJO;Monte Velho B 750 Ml;Monte Velho B 750 Ml
10213;ALIMENTAR;MERCEARIA;SECO;AZEITE;Azeite andorinha lata 1l;Azeite andorinha lata 1l
10224;ALIMENTAR;MERCEARIA;SECO;CONSERVAS PEIXE;Atum picante 125gr ramirez;Atum picante 125gr ramirez
10225;ALIMENTAR;MERCEARIA;SECO;CONSERVAS PEIXE;Atum posta oleo 125gr ramirez;Atum posta oleo 125gr ramirez
10226;ALIMENTAR;MERCEARIA;SECO;SALSICHAS;Salsichas Aves Nobre;Salsichas Aves Nobre
10235;ALIMENTAR;VINHO;VINHO TINTO;VINHO DE MESA;Camillo alves t bib 5l 11%;Camillo alves t bib 5l 11%
10236;ALIMENTAR;VINHO;VINHO BRANCO;VINHO MESA BRANCO;Camillo alves b bib 5l 11%;Camillo alves b bib 5l 11%
10243;ALIMENTAR;BEBIDAS;CERVEJA;CERVEJA COM ALCOOL;Cerveja sagres 330ml;Cerveja sagres 330ml
10246;ALIMENTAR;BEBIDAS;CERVEJA;CERVEJA COM ALCOOL;Cerveja sagres mini 250ml;Cerveja sagres mini 250ml
10259;ALIMENTAR;MERCEARIA;SECO;ACHOCOLATADOS;Nesquik 800Gr;Nesquik 800Gr
10261;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 200;Compal nectar pessego grf 200ml;Compal nectar pessego grf 200ml
10262;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 200;Compal nectar manga grf 200ml;Compal nectar manga grf 200ml
10263;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 200;Compal nectar pera grf 200ml;Compal nectar pera grf 200ml
10265;ALIMENTAR;MERCEARIA;SECO;CAFÉS;Cevada pensal 200gr;Cevada pensal 200gr
10274;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;AGUARDENTE;Aguardente fim de seculo 700ml;Aguardente fim de seculo 700ml
10286;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Vinha Do Monte T 750Ml;Vinha Do Monte T 750Ml
10288;ALIMENTAR;MERCEARIA;SECO;AZEITE;Azeite Os Maduro 250Ml;Azeite Os Maduro 250Ml
10289;ALIMENTAR;MERCEARIA;SECO;AZEITE;Azeite Os Ouro 250Ml;Azeite Os Ouro 250Ml
10290;ALIMENTAR;MERCEARIA;SECO;AZEITE;Azeite os tradicao 750ml;Azeite os tradicao 750ml
10292;ALIMENTAR;MERCEARIA;SECO;VINAGRES;Vinagre balsamico os 250ml;Vinagre balsamico os 250ml
10293;ALIMENTAR;MERCEARIA;SECO;VINAGRES;Vinagre branco os 250ml;Vinagre branco os 250ml
10311;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO ALENTEJO;Esporao Private Selection Branco 750Ml;Esporao Private Selection Branco 750Ml
10314;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO ALENTEJO;Vinha Da Defesa B 750Ml;Vinha Da Defesa B 750Ml
10315;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Vinha Da Defesa T 750Ml;Vinha Da Defesa T 750Ml
10321;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Monte Velho T Xl 1,5L;Monte Velho T Xl 1,5L
10324;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao preto compal 845gr;Feijao preto compal 845gr
10325;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao encarnado compal 845g;Feijao encarnado compal 845g
10327;ALIMENTAR;MERCEARIA;SECO;PRODUTOS TOMATE;Polpa Tomate Compal 1Lt;Polpa Tomate Compal 1Lt
10328;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO ALENTEJO;Esporao reserva branco 750ml;Esporao reserva branco 750ml
10335;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO TEJO;Cabeca de Toiro T 750Ml;Cabeca de Toiro T 750Ml
10337;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 1L;Compal vital frutos vermelhos 1l;Compal vital frutos vermelhos 1l
10340;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 1L;Compal nectar pessego 1l;Compal nectar pessego 1l
10341;ALIMENTAR;MERCEARIA;SECO;PRODUTOS TOMATE;Polpa Tomate Compal 500Ml;Polpa Tomate Compal 500Ml
10342;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao preto compal 410gr;Feijao preto compal 410gr
10343;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao manteiga compal 410gr;Feijao manteiga compal 410gr
10344;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 200;Compal nectar ananas grf 200ml;Compal nectar ananas grf 200ml
10346;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 200;Compal nectar tutti frutti grf 200ml;Compal nectar tutti frutti grf 200ml
10347;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 200;Compal nectar maracuja grf 200ml;Compal nectar maracuja grf 200ml
10348;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Grao Compal 410Gr;Grao Compal 410Gr
10349;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Grao Compal 845Gr;Grao Compal 845Gr
10350;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao encarnado compal 410gr;Feijao encarnado compal 410gr
10351;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao branco compal 410gr;Feijao branco compal 410gr
10352;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao frade compal 845g;Feijao frade compal 845g
10353;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao manteiga compal 845g;Feijao manteiga compal 845g
10354;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao branco compal 845g;Feijao branco compal 845g
10355;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 1L;Compal nectar tutti frutti 1l;Compal nectar tutti frutti 1l
10356;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao frade compal 410gr;Feijao frade compal 410gr
10359;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Monte Anforas Tinto 750Ml;Monte Anforas Tinto 750Ml
10362;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO SETUBAL;Serras de Azeitao T 750Ml;Serras de Azeitao T 750Ml
10364;ALIMENTAR;MERCEARIA;SECO;ALIMENTAÇÃO INFANTIL;Cerelac papa 8 cereais mel 300gr;Cerelac papa 8 cereais mel 300gr
10370;ALIMENTAR;MERCEARIA;SECO;ALIMENTAÇÃO INFANTIL;Iogolino Alperce;Iogolino Alperce
10371;ALIMENTAR;MERCEARIA;SECO;ALIMENTAÇÃO INFANTIL;Iogolino banana;Iogolino banana
10372;ALIMENTAR;MERCEARIA;SECO;ALIMENTAÇÃO INFANTIL;Iogolino morango;Iogolino morango
10381;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Porta da Ravessa T 750Ml;Porta da Ravessa T 750Ml
10382;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO ALENTEJO;Porta da Ravessa B 750Ml;Porta da Ravessa B 750Ml
10385;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO ALENTEJO;Real Lavrador T 750ml;Real Lavrador T 750ml
10386;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO ALENTEJO;Real Lavrador B 750Ml;Real Lavrador B 750Ml
10388;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Offley Branco 750Ml;Porto Offley Branco 750Ml
10410;ALIMENTAR;VINHO;VINHO ROSE;VINHO ROSE;Mateus Aragones Rose 750Ml;Mateus Aragones Rose 750Ml
10434;ALIMENTAR;BEBIDAS;AGUA;AGUA SEM GAS;Agua aqua1500ml;Agua aqua1500ml
10454;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Pickles vinagre ferbar 345gr;Pickles vinagre ferbar 345gr
10493;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha chocolate choco max 125gr;Bolacha chocolate choco max 125gr
10495;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha tradicional choco max 125gr;Bolacha tradicional choco max 125gr
10497;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha agua e sal Nacional 125gr;Bolacha agua e sal Nacional 125gr
10499;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha maria nacional 200gr;Bolacha maria nacional 200gr
10500;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha torrada nacional 200gr;Bolacha torrada nacional 200gr
10501;ALIMENTAR;MERCEARIA;SECO;MASSA;Massa esparguete nacional 500gr;Massa esparguete nacional 500gr
10502;ALIMENTAR;MERCEARIA;SECO;MASSA;Meada Nacional 500Gr;Meada Nacional 500Gr
10503;ALIMENTAR;MERCEARIA;SECO;MASSA;Cotovelos Grossos Nacional 500Gr;Cotovelos Grossos Nacional 500Gr
10504;ALIMENTAR;MERCEARIA;SECO;MASSA;Massa cotovelos nacional 500gr;Massa cotovelos nacional 500gr
10505;ALIMENTAR;MERCEARIA;SECO;MASSA;Cotovelinhos Nacional 500Gr;Cotovelinhos Nacional 500Gr
10506;ALIMENTAR;MERCEARIA;SECO;MASSA;Espirais nacional 500gr;Espirais nacional 500gr
10507;ALIMENTAR;MERCEARIA;SECO;MASSA;Buzios Nacional 500Gr;Buzios Nacional 500Gr
10508;ALIMENTAR;MERCEARIA;SECO;MASSA;Curvas Riscadas Nacional 500 Gr;Curvas Riscadas Nacional 500 Gr
10509;ALIMENTAR;MERCEARIA;SECO;MASSA;Macarrao Riscado Nacional 500 Gr;Macarrao Riscado Nacional 500 Gr
10510;ALIMENTAR;MERCEARIA;SECO;MASSA;Macarrao Grande Riscado 500 Gr;Macarrao Grande Riscado 500 Gr
10512;ALIMENTAR;MERCEARIA;SECO;MASSA;Aletria Nacional 500;Aletria Nacional 500
10516;ALIMENTAR;MERCEARIA;SECO;MASSA;Letras Nacional 250G;Letras Nacional 250G
10531;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Nestum Mel Integral 250Gr;Nestum Mel Integral 250Gr
10532;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Corn Flakes Nacional 500Gr;Corn Flakes Nacional 500Gr
10533;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Cereais choco max  Nacional 300 gr;Cereais choco max  Nacional 300 gr
10535;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Chooks nacional 300g;Chooks nacional 300g
10538;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO VERDE;Lagosta Branco 750Ml;Lagosta Branco 750Ml
10548;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO SETUBAL;Periquita T375Ml;Periquita T375Ml
10549;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Offley Lacrima 750Ml;Porto Offley Lacrima 750Ml
10550;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;WHISKEY;Whisky johnnie walker red label 1l;Whisky johnnie walker red label 1l
10552;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO DOURO;Planalto Douro B 375Ml;Planalto Douro B 375Ml
10553;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;BRANDY;Brandy macieira 1l;Brandy macieira 1l
10554;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;PORTO;Porto Ferreira Branco 750 Ml;Porto Ferreira Branco 750 Ml
10557;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;VERMUTE;Vermute Martini Bianco 1Lt;Vermute Martini Bianco 1Lt
10558;ALIMENTAR;BEBIDAS;BEBIDAS ALCOHOL;WHISKEY;Whisky johnnie walker black label 750ml;Whisky johnnie walker black label 750ml
10572;ALIMENTAR;MERCEARIA;SECO;OLEO;Oleo fula girassol 1l;Oleo fula girassol 1l
10574;ALIMENTAR;MERCEARIA;SECO;OLEO;Oleo frigi soja 1lt;Oleo frigi soja 1lt
10578;ALIMENTAR;MERCEARIA;SECO;AZEITE;Azeite Os Tradicao 5L;Azeite Os Tradicao 5L
10583;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 330;Compal nectar manga tp 330ml;Compal nectar manga tp 330ml
10584;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 330;Compal nectar tutti frutti tp 330ml;Compal nectar tutti frutti tp 330ml
10586;ALIMENTAR;BEBIDAS;SUMOS;SUMOS SEM GAS 330;Compal nectar pessego tp 330ml;Compal nectar pessego tp 330ml
10589;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Corn flakes 250gr;Corn flakes 250gr
11138;ALIMENTAR;MERCEARIA;FRESO;LEGUMES;Couve flor kg;Couve flor kg
11163;ALIMENTAR;MERCEARIA;SECO;FARINHA;Farinha maizena 400gr;Farinha maizena 400gr
11169;ALIMENTAR;MERCEARIA;SECO;SALSICHAS;Salsichas Amanhecer  alema n5 250gr;Salsichas Amanhecer  alema n5 250gr
11176;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Cogumelos amanhecer laminado 290gr;Cogumelos amanhecer laminado 290gr
11180;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao Mchef Frade 850Gr;Feijao Mchef Frade 850Gr
11183;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Milho conserva mchef 300gr;Milho conserva mchef 300gr
11185;ALIMENTAR;MERCEARIA;SECO;AZEITONAS;Azeitona jm vde inteira 210gr;Azeitona jm vde inteira 210gr
11186;ALIMENTAR;MERCEARIA;SECO;AZEITONAS;Azeitona jm preta 210gr;Azeitona jm preta 210gr
11187;ALIMENTAR;MERCEARIA;SECO;AZEITONAS;Azeitona jm vde recheada 200gr;Azeitona jm vde recheada 200gr
11188;ALIMENTAR;MERCEARIA;SECO;AZEITONAS;Azeitona verde descarocada macarico 345gr;Azeitona verde descarocada macarico 345gr
11200;ALIMENTAR;MERCEARIA;SECO;CONSERVAS FRUTA;Salada fruta amanhecer 840gr;Salada fruta amanhecer 840gr
11201;ALIMENTAR;MERCEARIA;SECO;CONSERVAS FRUTA;Cereja amanhecer calda 330gr;Cereja amanhecer calda 330gr
11209;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha amanhecer maria 200gr;Bolacha amanhecer maria 200gr
11211;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao branco amanhecer fco 540gr;Feijao branco amanhecer fco 540gr
11212;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao encarnado amanhecer fco 540gr;Feijao encarnado amanhecer fco 540gr
11213;ALIMENTAR;MERCEARIA;SECO;CONSERVAS VEGETAIS;Feijao manteiga amanhecer fco 540gr;Feijao manteiga amanhecer fco 540gr
11215;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Cereal Amanhecer Arrozit.375Gr;Cereal Amanhecer Arrozit.375Gr
11216;ALIMENTAR;MERCEARIA;SECO;CEREAIS;Special k kellogg's 370gr;Special k kellogg's 370gr
11217;ALIMENTAR;MERCEARIA;SECO;CEREAIS;All bran flakes kellogg's 500gr;All bran flakes kellogg's 500gr
11222;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha amanhecer agua sal 125gr;Bolacha amanhecer agua sal 125gr
11223;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha proalimentar nutrifibra integral;Bolacha proalimentar nutrifibra integral
11230;ALIMENTAR;MERCEARIA;SECO;MOLHOS;Maionese calve top down 225ml;Maionese calve top down 225ml
11233;ALIMENTAR;MERCEARIA;SECO;MOLHOS;Tempero frango incopil 200gr;Tempero frango incopil 200gr
11235;ALIMENTAR;MERCEARIA;SECO;MOLHOS;Molho tabasco 2 oz 60ml;Molho tabasco 2 oz 60ml
11241;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Alho em po margao 17g;Alho Em Po Margao 17Gr
11242;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Canela moida margao 14gr;Canela moida margao 14gr
11244;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Caril moido margao 17gr;Caril moido margao 17gr
11245;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Coentros moidos margao 14gr;Coentros moidos margao 14gr
11246;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Cominhos moidos margao 14gr;Cominhos moidos margao 14gr
11248;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Cravinho grao margao 12gr;Cravinho grao margao 12gr
11249;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Erva doce grao margao 14gr;Erva doce grao margao 14gr
11250;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Erva Doce Margao Moida 14Gr;Erva Doce Margao Moida 14Gr
11251;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Ervas finas margao 9gr;Ervas finas margao 9gr
11252;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Louro Margao Folhas 7Gr;Louro Margao Folhas 7Gr
11256;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Noz Moscada Margao Moida 17Gr;Noz Moscada Margao Moida 17Gr
11258;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Pimenta Margao Bca Moida 17Gr;Pimenta Margao Bca Moida 17Gr
11259;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Pimenta Margao Pta Moida 17Gr;Pimenta Margao Pta Moida 17Gr
11262;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Piri-Piri Margao Grao 5Gr;Piri-Piri Margao Grao 5Gr
11263;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Piri-Piri Margao Moido 16Gr;Piri-Piri Margao Moido 16Gr
11265;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Salsa folhas margao 3gr;Salsa folhas margao 3gr
11267;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Pimenta Margao Bca Moida 50Gr;Pimenta Margao Bca Moida 50Gr
11268;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Canela pau margao 30gr;Canela pau margao 30gr
11272;ALIMENTAR;MERCEARIA;SECO;SOBREMESAS;Pudim boca doce caramelo 22gr;Pudim boca doce caramelo 22gr
11273;ALIMENTAR;MERCEARIA;SECO;SOBREMESAS;Pudim boca doce chocolate 22gr;Pudim boca doce chocolate 22gr
11274;ALIMENTAR;MERCEARIA;SECO;SOBREMESAS;Pudim boca doce flan 10gr;Pudim boca doce flan 10gr
11279;ALIMENTAR;MERCEARIA;SECO;SOBREMESAS;Mousse alsa chocolate 150gr;Mousse alsa chocolate 150gr
11284;ALIMENTAR;MERCEARIA;SECO;DOCES BARRAR;Goiabada 600 Gr;Goiabada 600 Gr
11286;ALIMENTAR;MERCEARIA;SECO;AUXILIARES DE CULINARIA;Icing sugar 225gr;Icing sugar 225gr
11287;ALIMENTAR;MERCEARIA;SECO;AUXILIARES DE CULINARIA;Fermento Royal Lata 4 Oz 113Gr;Fermento Royal Lata 4 Oz 113Gr
11295;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha chip ahoy artiach 128gr;Bolacha chip ahoy artiach 128gr
11296;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolacha triunfo chipmix tradicional 125gr;Bolacha triunfo chipmix tradicional 125gr
11300;ALIMENTAR;MERCEARIA;SECO;DOCES BARRAR;Creme nutella 200gr;Creme nutella 200gr
11303;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Caramelos mentos frutas single 38gr;Caramelos mentos frutas single 38gr
11304;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Caramelos mentos mint single 38gr;Caramelos mentos mint single 38gr
11305;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Caramelos mentos morango single 38gr;Caramelos mentos morango single 38gr
11307;ALIMENTAR;MERCEARIA;SECO;PASTILHAS ELASTICAS;Pastilha trident drageia frutos silvestres 24un;Pastilha trident drageia frutos silvestres 24un
11309;ALIMENTAR;MERCEARIA;SECO;PASTILHAS ELASTICAS;Pastilha Trident White drageia spearmint;Pastilha Trident White drageia spearmint
11311;ALIMENTAR;MERCEARIA;SECO;PASTILHAS ELASTICAS;Pastilha trident drageia fresh spearmint;Pastilha trident drageia fresh spearmint
11313;ALIMENTAR;MERCEARIA;SECO;PASTILHAS ELASTICAS;Pastilha trident white drag.morango 24un;Pastilha trident white drag.morango 24un
11314;ALIMENTAR;MERCEARIA;SECO;PASTILHAS ELASTICAS;Pastilha trid drag.fruit morango 24un;Pastilha trid drag.fruit morango 24un
11320;ALIMENTAR;MERCEARIA;SECO;PASTILHAS ELASTICAS;Past.Bubblicious Menta;Past.Bubblicious Menta
11329;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Rebucados peitorais dr bayard 100gr;Rebucados peitorais dr bayard 100gr
11330;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Reb.Peitorais Dr.Bayard 200Gr;Reb.Peitorais Dr.Bayard 200Gr
11331;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Rebucados halls vita c sabor citrico sem acucar 20gr;Rebucados halls vita c sabor citrico sem acucar 20gr
11332;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Rebucado halls mel limao 32gr;Rebucado halls mel limao 32gr
11335;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Reb halls vit c morango s/acu 20gr;Reb halls vit c morango s/acu 20gr
11336;ALIMENTAR;MERCEARIA;SECO;REBUÇADOS;Rebucado halls eucalipto 32gr;Rebucado halls eucalipto 32gr
11342;ALIMENTAR;MERCEARIA;SECO;MOLHOS;Molho bechamel parmalat 200ml;Molho bechamel parmalat 200ml
11347;NAO ALIMENTAR;CASA;MENAGE;ACESSORIOS COZINHA;Prato raso descartavel 25un home7;Prato raso descartavel 25un home7
11348;NAO ALIMENTAR;CASA;MENAGE;ACESSORIOS COZINHA;Prato sobremesa descartavel 25un home7;Prato sobremesa descartavel 25un home7
